Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
3308 Burgundy St Apt 204,3308 Burgundy St Apt 204,Short Term Rental Commercial Owner,2,4,10/02/2025 11:59:00 PM,"(29.9645766262309, -90.0420210720981)",3689711.37,534914.18
814 Baronne St,814 Baronne St,Short Term Rental Commercial Owner,3,6,08/28/2025 11:59:00 PM,"(29.9460842235316, -90.0741671605344)",3679607.02,528076.38
1028 Kerlerec St Apt 3,1028 Kerlerec St Apt 3,Short Term Rental Commercial Owner,2,4,09/01/2025 11:59:00 PM,"(29.9662890236753, -90.0626501894494)",3683172.78,535463.85
1305 Franklin Ave,1305 Franklin Ave,Short Term Rental Commercial Owner,1,2,06/09/2025 11:59:00 PM,"(29.9710719671075, -90.049386121075)",3687352.95,537249.92
503 N Salcedo St,503 N Salcedo St,Short Term Rental Commercial Owner,3,6,06/09/2025 11:59:00 PM,"(29.9717418191606, -90.0883823650299)",3675003.92,537357.26
HOUSE OF THE RISING SUN,335 PELICAN AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9522866489113, -90.0524263302249)",3686466.77052,530408.117378
ROYAL SONESTA HOTEL,300 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9556490451257, -90.0679949678944)",3681523.24488,531576.031683
INDIA HOUSE BACKPACKERS HOTEL,124 S LOPEZ ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.968025104864, -90.0922310379987)",3673800.0578,535992.501319
5605 Tchoupitoulas St,5605 Tchoupitoulas St,Short Term Rental Commercial Owner,1,2,08/29/2025 11:59:00 PM,"(29.9165501153313, -90.1185263841598)",3665673,517185.02
"1721 Robert C Blakes, SR Dr Apt 2","1721 Robert C Blakes, SR Dr Apt 2",Short Term Rental Commercial Owner,4,8,09/02/2025 11:59:00 PM,"(29.9380504848714, -90.078300011353)",3678330.21,525140.66
HUBBARD MANSION BED & BREAKFAST,3535 ST CHARLES AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9280162615835, -90.0934302440832)",3673577.80142,521439.679737
FESTIVA RESORTS,519 FRENCHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9631040034846, -90.0575847720349)",3684789.48412,534323.479877
HYATT FRENCH QUARTER,800 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9547126434303, -90.0693107509001)",3681110.35407,531230.922882
1801 N Rampart St,1801 N Rampart St,Short Term Rental Commercial Owner,4,8,09/05/2025 11:59:00 PM,"(29.9673461057685, -90.0613420031851)",3683582.71,535852.84
ASHTON'S BED & BREAKFAST,2023 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.972337789583, -90.0725010639725)",3680029.59739,537628.955528
CHATEAU HOTEL,1001 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.960168142689, -90.0615638793688)",3683541.43081,533241.886852
843 Alvar St,843 Alvar St,Short Term Rental Commercial Owner,5,10,06/10/2025 11:59:00 PM,"(29.9634519423904, -90.0369680050675)",3691315.92,534523.27
MARAIS HOUSE,1123 MARAIS ST,4703 - BED & BREAKFAST INNS,,,,"(29.966029076082, -90.0677665258845)",3681553.89218,535351.395206
BLUE60 GUEST HOUSE,1008 ELYSIAN FIELDS AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9677241246168, -90.0570469271323)",3684941.0685,536005.423239
BON MAISON GUEST HOUSE,835 BOURBON ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.960112114912, -90.0644025345515)",3682642.82792,533211.5481
THE IRIS MOTEL LLC,3610 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9662314258878, -90.1011156945354)",3670994.05703,535309.890694
FOUR POINTS BY SHERATON FRENCH QUARTER,541 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9576904055684, -90.0666444841706)",3681942.674,532323.070467
LOFT 523,523 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.95085151408, -90.0682189596129)",3681471.57871,529830.689857
4306 S Carrollton Ave Apt 2B,4306 S Carrollton Ave Apt 2B,Short Term Rental Commercial Owner,4,8,06/19/2025 11:59:00 PM,"(29.9704523428432, -90.1044477110128)",3669922.61,536833.45
808 Baronne St,808 Baronne St,Short Term Rental Commercial Owner,5,10,10/07/2025 11:59:00 PM,"(29.9461707962985, -90.0741042398622)",3679626.6,528108.08
2322 Louisiana Ave,2322 Louisiana Ave,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9350872381484, -90.094976338353)",3673060.3,524005.65
LOOKOUT INN NEW ORLEANS,833 POLAND AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9622107611043, -90.0320195529497)",3692887.86205,534089.692165
FLORVILLE MANOR,1447 N VILLERE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9692671802428, -90.0661073529398)",3682066.19778,536534.697031
1517 S White St,1517 S White St,Short Term Rental Commercial Owner,5,10,07/07/2025 11:59:00 PM,"(29.9524975568944, -90.1004877845306)",3671246.6,530317.87
PRINCE CONTI HOTEL,830 CONTI ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9565486108807, -90.0683911485525)",3681394.18178,531901.761859
212 Magazine St Apt 2C,212 Magazine St Apt 2C,Short Term Rental Commercial Owner,3,6,06/19/2025 11:59:00 PM,"(29.9508008471655, -90.0674170873463)",3681725.71,529815.07
"COUNTRY INN & SUITES,NEW ORLEANS I-10 EAST",5801 READ BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0355193458883, -89.9734059508498)",3711130.32971,560962.831134
PARISIAN COURTYARD INN,1726 PRYTANIA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9363396027548, -90.0754532531826)",3679238.63496,524528.407612
1415 CREOLE GARDENS,1415 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9387594926698, -90.0739760103387)",3679696.82831,525413.506301
1906 Josephine St,1906 Josephine St,Short Term Rental Commercial Owner,2,4,08/26/2025 11:59:00 PM,"(29.9377704714354, -90.0823848631137)",3677037.61,525024.69
W FRENCH QUARTER HOTEL,316 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9544949700263, -90.0663499824243)",3682048.77532,531162.123394
1020 Race St Apt 1,1020 Race St Apt 1,Short Term Rental Commercial Owner,2,4,08/25/2025 11:59:00 PM,"(29.9341572008535, -90.071896903904)",3680373.72,523747.19
3308 Burgundy St Apt 202,3308 Burgundy St Apt 202,Short Term Rental Commercial Owner,3,6,10/02/2025 11:59:00 PM,"(29.964609028249, -90.042010577684)",3689714.56,534926
731 St Charles Ave Apt 409,731 St Charles Ave Apt 409,Short Term Rental Commercial Owner,2,4,08/28/2025 11:59:00 PM,"(29.9467125881544, -90.0720070716879)",3680288.57,528312.4
600 N Rampart St,600 N Rampart St,Short Term Rental Commercial Owner,3,6,08/13/2025 11:59:00 PM,"(29.9596644863176, -90.068917497879)",3681215.01,533032.97
20033 Victory Rd,20033 Victory Rd,Short Term Rental Commercial Owner,3,6,08/04/2025 11:59:00 PM,"(30.0695699083184, -89.8304353218018)",3756203.04,573909.84
2657 Iberville St,2657 Iberville St,Short Term Rental Commercial Owner,2,4,10/03/2025 11:59:00 PM,"(29.966439925605, -90.0860788989918)",3675754.19,535437.22
1020 Race St Apt 3,1020 Race St Apt 3,Short Term Rental Commercial Owner,2,4,08/25/2025 11:59:00 PM,"(29.9341175480878, -90.0719086136706)",3680370.17,523732.73
MAISON DUPUY HOTEL,1001 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9593606745007, -90.0684049404374)",3681378.5261,532924.284036
OMNI RIVERFRONT HOTEL,701 CONVENTION CENTER BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.945611962483, -90.0648823536018)",3682549.2685,527937.079423
LITTLE EAZY BED & BREAKFAST,1526 PAUGER ST,4703 - BED & BREAKFAST INNS,,,,"(29.9659618323431, -90.0603888928829)",3683890.07209,535352.817926
SONDER,508 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9559524630943, -90.0649016837192)",3682501.52213,531697.195331
641 S Salcedo St,641 S Salcedo St,Short Term Rental Commercial Owner,3,6,09/02/2025 11:59:00 PM,"(29.963154023104, -90.0961005142896)",3672594.05,534207.94
GARDEN DISTRICT B & B,2418 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9276689851813, -90.0796110372927)",3677956.30075,521361.025849
MARIGNY JEWEL,2466 BURGUNDY ST,4703 - BED & BREAKFAST INNS,,,,"(29.966738514146, -90.052472926262)",3686393.27042,535663.178439
HAUNTED HOTEL ON URSULINES-HOTEL,623 URSULINES AVE,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9610110683465, -90.0614281657062)",3683581.0006,533548.882693
FRENCH QUARTER MANSION BOUTIQUE HOTEL,730 DUMAINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9600279224559, -90.0639925780389)",3682772.97532,533182.370372
SUNBURST INN,819 MANDEVILLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9662007058991, -90.0541142093417)",3685875.79446,535461.806278
HAMPTON INN NEW ORLEANS-ST.CHARLES AVE./GARDEN DIS,3626 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9271091316295, -90.0939654673215)",3673411.84174,521107.980217
HAMPTON INN & SUITES NEW ORLEANS-CONVENTION CENTER,1201 CONVENTION CENTER BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9400109307209, -90.0647386517114)",3682617.3261,525900.845757
1334 Saint Bernard Ave,1334 Saint Bernard Ave,Short Term Rental Commercial Owner,5,10,08/28/2025 11:59:00 PM,"(29.9699511978199, -90.0641529698606)",3682682.22,536790.28
GRAY STREET HOTEL,1618 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9370571825833, -90.0749226396131)",3679403.82242,524791.190844
HOTEL INDIGO,705 COMMON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.952436045659, -90.0700381848936)",3680889.13461,530400.527746
CANOPY NEW ORLEANS DOWNTOWN,1100 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9540956997359, -90.0743237723482)",3679525.41359,530989.102722
SONDER,300 S RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9529291915559, -90.0741303041548)",3679591.33845,530565.590402
HOTEL VILLA CONVENTO,616 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9607743098676, -90.0613535721913)",3683605.57532,533463.050756
339 Carondelet St Apt 4C,339 Carondelet St Apt 4C,Short Term Rental Commercial Owner,1,2,09/03/2025 11:59:00 PM,"(29.9511193987627, -90.07164221028)",3680386.47,529916.15
1130 BARONNE,1130 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9429005267441, -90.0760068718941)",3679037.1165,526912.273726
HOTEL PROVINCIAL,1024 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9601826465889, -90.0611956835749)",3683657.95733,533248.455172
HYATT PLACE NEW ORLEANS CONVENTION CENTER,881 CONVENTION CENTER BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.942487842452, -90.0647807045459)",3682594.03631,526801.392702
HOTEL ST MARIE,827 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9584033948198, -90.0667506755799)",3681906.18293,532581.968004
HENRY HOWARD HOTEL,2041 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9338430051227, -90.0786803588393)",3678226.50318,523609.348539
CARRIE'S COOL PROPERTIES,1466 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.934758714204, -90.0722224162318)",3680268.21583,523964.787068
STATELY HOME GUEST HOUSE,1247 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9673462418768, -90.0653193590801)",3682323.41461,535838.931975
905 ROYAL HOTEL,905 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9598577782522, -90.0631994674944)",3683024.79112,533123.2825
RENAISSANCE PERE MARQUETTE,817 COMMON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9530193328643, -90.0713358730272)",3680475.86792,530608.104258
THE JUNG HOTELS & RESIDENCES-HOTEL,1500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9573658441731, -90.0756858747129)",3679081.04053,532173.512067
HOTEL INDIGO NO GARDEN DISTRICT - MAIN,2203 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9341678890235, -90.0809848850771)",3677495.31573,523719.503355
4575 Schmaltz Dr,4575 Schmaltz Dr,Short Term Rental Commercial Owner,5,10,10/07/2025 11:59:00 PM,"(30.1567023517402, -89.738070890462)",3784975.14,605989.03
THE GRAND VICTORIAN BED & BREAKFAST,2727 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9312107808917, -90.0859413358407)",3675937.20494,522627.067898
SPRINGHILL SUITES BY MARRIOTT NEW ORLEANS,1600 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9583481738685, -90.0772138210042)",3678593.30325,532525.416708
DREAMING TREE HOTEL,1525 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9382381387242, -90.0747519816312)",3679453.15503,525221.222909
PARKVIEW GUEST HOUSE,7004 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9360286576526, -90.1257919179354)",3663296.78605,524243.819068
3812 Bienville Ave,3812 Bienville Ave,Short Term Rental Commercial Owner,3,6,10/08/2025 11:59:00 PM,"(29.9742530979586, -90.0965016587297)",3672423.47,538242.62
"SONDER USA, INC",301 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9514476835432, -90.070161416206)",3680854.07381,530040.692737
CKW INC,2624 URSULINES AVE,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9730969815914, -90.079392692096)",3677844.68245,537881.083721
336 Camp St Apt 301,336 Camp St Apt 301,Short Term Rental Commercial Owner,2,4,10/03/2025 11:59:00 PM,"(29.9501907663771, -90.0689507341337)",3681242.5,529587.86
THE QUISBY,1225 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9409201218296, -90.0744571369549)",3679535.82018,526197.515134
NEW ORLEANS JAZZ QUARTERS,1129  ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9635794944336, -90.0667252653026)",3681893.42293,534464.278789
LA RUE ESPLANADE,1834 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.970990356551, -90.071328909555)",3680406.09858,537143.063304
HOTEL MAZARIN,730 BIENVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9552055851365, -90.0681707305439)",3681469.36956,531414.158723
1604 Prytania St,1604 Prytania St,Short Term Rental Commercial Owner,5,10,10/07/2025 11:59:00 PM,"(29.9372910692434, -90.0747617942331)",3679453.83,524876.8
ROYAL BARRACKS GUEST HOUSE,717 BARRACKS ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9631116423374, -90.0607921087349)",3683773.91612,534314.965125
201 N Broad St,201 N Broad St,Short Term Rental Commercial Owner,3,6,10/10/2025 11:59:00 PM,"(29.9667403787793, -90.0866640531153)",3675567.73,535544.46
LOEWS NEW ORLEANS HOTEL,300 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9481492137136, -90.066171462474)",3682130.82364,528855.199296
HOTEL FONTENOT,501 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9485075157807, -90.0671746007679)",3681811.71298,528981.979328
DEW DROP INN,2836 LASALLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9369197826156, -90.0917138469196)",3674086.37339,524683.212412
COMFORT SUITES,7051 BULLARD AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.048628534129, -89.9625144153123)",3714519.34565,565770.890339
3809 Ulloa St,3809 Ulloa St,Short Term Rental Commercial Owner,5,10,08/29/2025 11:59:00 PM,"(29.9677433280602, -90.1023106586484)",3670609.8,535855.61
HOMEWOOD SUITES - NEW ORLEANS,901 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9504225182386, -90.0731970658559)",3679896.88411,529657.320385
THE NATCHEZ NEW ORLEANS MT,530 NATCHEZ ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9498097918655, -90.0687296323732)",3681314.0454,529450.096385
DOUBLETREE HOTEL,300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9507484029102, -90.0661042827961)",3682141.64501,529800.594625
NEW ORLEANS GUEST HOUSE,1118 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9640223319493, -90.0660389894792)",3682108.93615,534627.713606
TWO CANAL MASTER TENANT,2 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9494061477666, -90.0635177811155)",3682966.11842,529321.569345
MAISON TOURISTE,430 BERMUDA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9519363884497, -90.0517410465104)",3686685.19945,530283.176513
"THE ELIZA JANE HOTEL, COUVANT AND THE PRESSROOM",315 MAGAZINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9502037186814, -90.067904314125)",3681573.81852,529596.227969
SYCAMORE HOUSE,5200 DANNEEL ST,8807 - .1(43) BED AND BREAKFAST 3 TO 5 ROOMS,,,,"(29.9300128689953, -90.1106841291711)",3668105.02324,522106.99513
FRENCHMEN OASIS,1242 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.9703952477741, -90.0583940212036)",3684503.75113,536971.994888
2634 Louisiana Ave,2634 Louisiana Ave,Short Term Rental Commercial Owner,3,6,10/06/2025 11:59:00 PM,"(29.9378872805483, -90.0964843901867)",3672571.68,525018.69
MONROSE ROW B & B,1303 GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9660433312744, -90.0665866040886)",3681927.42216,535360.707078
7418 CHEF MENTEUR LLC,7418 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0118887587892, -90.0000917217)",3702787.00727,552270.623318
PONTCHARTRAIN HOTEL,2031 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9350756233905, -90.0795900214212)",3677933.48789,524054.419644
CANOPY BY HILTON NEW ORLEANS,1100 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9540956997359, -90.0743237723482)",3679525.41359,530989.102722
1125 N Rampart St Apt 3,1125 N Rampart St Apt 3,Short Term Rental Commercial Owner,1,2,09/09/2025 11:59:00 PM,"(29.9643802899211, -90.0653739342461)",3682318.07,534760.21
1736 Henriette Delille St Apt 2A,1736 Henriette Delille St Apt 2A,Short Term Rental Commercial Owner,1,2,12/18/2025 11:59:00 PM,"(29.9680220506775, -90.0624688374961)",3683223.21,536094.68
2414 Gravier St,2414 Gravier St,Short Term Rental Commercial Owner,4,8,08/12/2025 11:59:00 PM,"(29.9590747895901, -90.0883084530666)",3675077.37,532751.3
3431 Chartres St Unit 7,3431 Chartres St Unit 7,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9617210931898, -90.0412294688004)",3689973.72,533878.63
512 Robert St,512 Robert St,Short Term Rental Commercial Owner,3,6,12/15/2025 11:59:00 PM,"(29.9168829747574, -90.1093809081404)",3668568.8,517336.89
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
711 S Peters St Apt 312,711 S Peters St Apt 312,Short Term Rental Commercial Owner,1,2,12/19/2025 11:59:00 PM,"(29.9458102629625, -90.0661947962912)",3682132.84,528004.59
711 S Peters St Pent 407,711 S Peters St Pent 407,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9457698177686, -90.0661298820048)",3682153.56,527990.11
,,Short Term Rental Commercial Owner,3,6,08/19/2025 11:59:00 PM,"(29.9180870069954, -90.0940411595636)",3673423.35,517826.95
711 S Peters St Pent 403,711 S Peters St Pent 403,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9457730463828, -90.0660368147025)",3682183.02,527991.61
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,1,2,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
1613 Columbus St,1613 Columbus St,Short Term Rental Commercial Owner,1,2,08/12/2025 11:59:00 PM,"(29.9714478602237, -90.0675316215377)",3681606.5,537322.69
835 Piety St,835 Piety St,Short Term Rental Commercial Owner,3,6,10/02/2025 11:59:00 PM,"(29.964599751683, -90.0422254634327)",3689646.56,534921.86
1736 Joseph Guillaume Pl,1736 Joseph Guillaume Pl,Short Term Rental Commercial Owner,2,4,08/19/2025 11:59:00 PM,"(29.9676353016191, -90.0616699174069)",3683477.72,535956.85
1215 Magazine St,1215 Magazine St,Short Term Rental Commercial Owner,5,10,08/18/2025 11:59:00 PM,"(29.9389736804144, -90.0712533697268)",3680558.25,525500.88
1736 Henriette Delille St Apt 1A,1736 Henriette Delille St Apt 1A,Short Term Rental Commercial Owner,1,2,12/18/2025 11:59:00 PM,"(29.9680599417833, -90.0624712921575)",3683222.28,536108.45
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
,,Short Term Rental Commercial Owner,5,10,12/17/2025 11:59:00 PM,"(29.9378452980983, -90.1020821938138)",3670798.96,524984.33
2424 Gravier St,2424 Gravier St,Short Term Rental Commercial Owner,,,12/18/2025 11:59:00 PM,"(29.9591974558048, -90.0885602047344)",3674997.17,532795.04
1414 Erato St,1414 Erato St,Short Term Rental Commercial Owner,2,4,12/17/2025 11:59:00 PM,"(29.9394975553132, -90.0728683180055)",3680044.69,525685.75
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
1030 Toledano St,1030 Toledano St,Short Term Rental Commercial Owner,4,8,12/19/2025 11:59:00 PM,"(29.9231172359014, -90.0876862193622)",3675416.54,519677.95
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
711 S Peters St Apt 309,711 S Peters St Apt 309,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9458082504698, -90.0661286045262)",3682153.81,528004.09
522 S Dorgenois St,522 S Dorgenois St,Short Term Rental Commercial Owner,4,8,08/18/2025 11:59:00 PM,"(29.9605341366572, -90.0893272613987)",3674749.01,533278.47
711 S Peters St Apt 303,711 S Peters St Apt 303,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9458154971392, -90.0660244341502)",3682186.77,528007.09
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
711 S Peters St Apt 306,711 S Peters St Apt 306,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9458118434045, -90.0660733620094)",3682171.29,528005.59
